referenceName;vernacularName ;type ;family
Falco naumanni Fleischer, 1818;Faucon crÇcerellette;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus anatum Bonaparte, 1838;;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus calidus Latham, 1790;;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus nesiotes Mayr, 1941;Faucon pälerin;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus pelegrinoides Temminck, 1829;Faucon de Barbarie;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus peregrinus Tunstall, 1771;;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus radama Hartlaub, 1861;Faucon pälerin;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus tundrius White, 1968;;Falconiformes (Rapaces diurnes);Falconidae
Falco peregrinus Tunstall, 1771;Faucon pälerin;Falconiformes (Rapaces diurnes);Falconidae
Falco rufigularis Daudin, 1800;Faucon des chauves-souris;Falconiformes (Rapaces diurnes);Falconidae
Falco rusticolus Linnaeus, 1758;Faucon gerfaut;Falconiformes (Rapaces diurnes);Falconidae
Falco sparverius caribaearum Gmelin, 1788;CrÇcerelle d'AmÇrique (Caraãbes);Falconiformes (Rapaces diurnes);Falconidae
Falco sparverius Linnaeus, 1758;CrÇcerelle d'AmÇrique;Falconiformes (Rapaces diurnes);Falconidae
Falco subbuteo Linnaeus, 1758;Faucon hobereau;Falconiformes (Rapaces diurnes);Falconidae
Falco tinnunculus Linnaeus, 1758;Faucon crÇcerelle;Falconiformes (Rapaces diurnes);Falconidae
Falco vespertinus Linnaeus, 1766;Faucon kobez;Falconiformes (Rapaces diurnes);Falconidae
Ficedula albicollis (Temminck, 1815);Gobemouche Ö collier;Passeriformes (Passereaux);Muscicapidae (Fauvettes, Gobes-mouches)
Ficedula hypoleuca (Pallas, 1764);Gobemouche noir;Passeriformes (Passereaux);Muscicapidae (Fauvettes, Gobes-mouches)
Ficedula parva (Bechstein, 1794);Gobemouche nain, Gobemouche rougeÉtre;Passeriformes (Passereaux);Muscicapidae (Fauvettes, Gobes-mouches)
Ficedula semitorquata (Homeyer, 1885);Gobemouche Ö semi collier, Gobe-mouche Ö demi-collier;Passeriformes (Passereaux);Muscicapidae (Fauvettes, Gobes-mouches)
Florisuga mellivora (Linnaeus, 1758);Colibri jacobin;Caprimulgiformes;Trochilidae
Fluvicola pica (Boddaert, 1783);Moucherolle pie;Passeriformes (Passereaux);Tyrannidae
Formicarius analis (D'Orbigny & Lafresnaye, 1837);TÇtÇma coq-de-bois;Passeriformes (Passereaux);Formicariidae
Formicarius colma Boddaert, 1785;TÇtÇma colma;Passeriformes (Passereaux);Formicariidae
Formicivora grisea (Boddaert, 1783);Grisin de Cayenne;Passeriformes (Passereaux);Thamnophilidae
Forpus modestus (Cabanis, 1849);Toui de Sclater;Psittaciformes (Perroquets, perruches);Psittacidae
Forpus modestus modestus (Cabanis, 1849);Toui de Sclater;Psittaciformes (Perroquets, perruches);Psittacidae
Forpus modestus sclateri (Gray, 1859);Toui de Sclater (sclateri);Psittaciformes (Perroquets, perruches);Psittacidae
Forpus passerinus (Linnaeus, 1758);Toui ÇtÇ;Psittaciformes (Perroquets, perruches);Psittacidae
Foudia delloni Cheke & Hume, 2008;Foudi de La RÇunion;Passeriformes (Passereaux);Ploceidae (Moineaux)
Foudia eminentissima algondae (Schlegel, 1867);Foudi des Comores;Passeriformes (Passereaux);Ploceidae (Moineaux)
Foudia eminentissima Bonaparte, 1850;Foudy, Cardinal;Passeriformes (Passereaux);Ploceidae (Moineaux)
Foudia madagascariensis (Linnaeus, 1766);Foudi rouge, Foudi de Madagascar;Passeriformes (Passereaux);Ploceidae (Moineaux)
Foulehaio carunculata (Gmelin, 1788);MÇliphage foulehaio;Passeriformes (Passereaux);Meliphagidae
Francolinus francolinus (Linnaeus, 1766);Francolin noir;Galliformes;Phasianidae (TÇtras)
Francolinus pondicerianus (Gmelin, 1789);Francolin gris;Galliformes;Phasianidae (TÇtras)
Fratercula arctica (Linnaeus, 1758);Macareux moine;Charadriiformes (Limicoles);Alcidae (Macareux, Guillemots, Pingouins)
Frederickena viridis (Vieillot, 1816);Batara Ö gorge noire;Passeriformes (Passereaux);Thamnophilidae
Fregata ariel (Gray, 1845);FrÇgate ariel;Pelecaniformes;Fregatidae
Fregata ariel ariel (Gray, 1845);FrÇgate ariel, Petite FrÇgate;Pelecaniformes;Fregatidae
Fregata magnificens Mathews, 1914;FrÇgate superbe;Pelecaniformes;Fregatidae
Fregata minor (Gmelin, 1789);FrÇgate du Pacifique;Pelecaniformes;Fregatidae
Fregata minor palmerstoni (Gmelin, 1789);FrÇgate du Pacifique;Pelecaniformes;Fregatidae
Fregetta grallaria (Vieillot, 1818);OcÇanite Ö ventre blanc;Procellariiformes (PÇtrels tempàtes, Albatros);Oceanitidae
Fregetta grallaria titan Murphy, 1928;;Procellariiformes (PÇtrels tempàtes, Albatros);Oceanitidae
Fregetta tropica (Gould, 1844);OcÇanite Ö ventre noir;Procellariiformes (PÇtrels tempàtes, Albatros);Oceanitidae
Fregilupus varius (Boddaert, 1783);;Passeriformes (Passereaux);Sturnidae (êtourneaux)
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Fringilla montifringilla Linnaeus, 1758;Pinson du nord, Pinson des Ardennes;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Fulica americana Gmelin, 1789;Foulque d'AmÇrique;Gruiformes (Grues);Rallidae
Fulica atra Linnaeus, 1758;Foulque macroule;Gruiformes (Grues);Rallidae
Fulica cristata Gmelin, 1789;Foulque Ö cràte, Foulque caronculÇe;Gruiformes (Grues);Rallidae
Fulica newtoni Milne-Edwards, 1867;;Gruiformes (Grues);Rallidae
Fulmarus glacialis (Linnaeus, 1761);PÇtrel fulmar, Fulmar borÇal;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Fulmarus glacialoides (A. Smith, 1840);Fulmar argentÇ, Fulmar antarctique;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Galbula albirostris Latham, 1790;Jacamar Ö bec jaune;Piciformes (Pics);Galbulidae
Galbula dea (Linnaeus, 1768);Jacamar Ö longue queue;Piciformes (Pics);Galbulidae
Galbula galbula (Linnaeus, 1766);Jacamar vert;Piciformes (Pics);Galbulidae
Galbula leucogastra Vieillot, 1817;Jacamar Ö ventre blanc;Piciformes (Pics);Galbulidae
Galbula ruficauda Cuvier, 1816;;Piciformes (Pics);Galbulidae
Galerida cristata (Linnaeus, 1758);Cochevis huppÇ;Passeriformes (Passereaux);Alaudidae
Galerida theklae (C. L. Brehm, 1858);Cochevis de ThÇkla;Passeriformes (Passereaux);Alaudidae
Gallicolumba longitarsus Balouet & Olson, 1989;;Columbiformes (Pigeons, Tourterelles);Columbidae
Gallicolumba nui Steadman, 1992;;Columbiformes (Pigeons, Tourterelles);Columbidae
Gallicolumba stairi (G. R. Gray, 1856);Gallicolombe de Stair;Columbiformes (Pigeons, Tourterelles);Columbidae
Gallinago delicata (Ord, 1825);BÇcassine de Wilson;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Gallinago gallinago (Linnaeus, 1758);BÇcassine des marais;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Gallinago media (Latham, 1787);BÇcassine double;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Gallinago paraguaiae (Vieillot, 1816);BÇcassine sud-amÇricaine, BÇcassine de Magellan;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Gallinago undulata (Boddaert, 1783);BÇcassine gÇante;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Gallinula angulata Sundevall, 1850;Gallinule africaine;Gruiformes (Grues);Rallidae
Gallinula chloropus (Linnaeus, 1758);Poule-d'eau, Gallinule poule-d'eau;Gruiformes (Grues);Rallidae
Gallinula chloropus pyrrhorrhoa Newton, 1861;Gallinule poule-d?eau;Gruiformes (Grues);Rallidae
Gallinula galeata (Lichtenstein, 1818);Gallinule d'AmÇrique, Poule d'eau, Gallinule poule d?eau;Gruiformes (Grues);Rallidae
Gallinula galeata cerceris Bangs, 1910;;Gruiformes (Grues);Rallidae
Gallinula tenebrosa Gould, 1846;Gallinule sombre, Poule d'eau;Gruiformes (Grues);Rallidae
Gallirallus epulare Kirchman & Steadman, 2007;;Gruiformes (Grues);Rallidae
Gallirallus gracilitibia Kirchman & Steadman, 2007;;Gruiformes (Grues);Rallidae
Gallirallus lafresnayanus Verreaux & Des Murs, 1860;RÉle de Lafresnaye;Gruiformes (Grues);Rallidae
Gallirallus pacificus (Gmelin, 1789);;Gruiformes (Grues);Rallidae
Gallirallus philippensis Linnaeus, 1766;RÉle tiklin;Gruiformes (Grues);Rallidae
Gallirallus philippensis swindellsi (Mathews, 1911);RÉle tiklin, RÉle Ö bandes;Gruiformes (Grues);Rallidae
Gallirallus philippensis tournelieri Schodde & Naurois, 1982;RÉle tiklin, RÉle Ö bandes;Gruiformes (Grues);Rallidae
Gallirallus roletti Kirchman & Steadman, 2007;;Gruiformes (Grues);Rallidae
Gallirallus steadmani Worthy & Bollt, 2012;;Gruiformes (Grues);Rallidae
Gallirallus storrsolsoni Kirchman & Steadman, 2007;;Gruiformes (Grues);Rallidae
Gallus gallus (Linnaeus, 1758);Coq bankiva, Coq, Poule;Galliformes;Phasianidae (TÇtras)
Gampsonyx swainsonii Vigors, 1825;êlanion perle;Accipitriformes;Accipitridae
Garrodia nereis (Gould, 1841);OcÇanite Ö croupion gris;Procellariiformes (PÇtrels tempàtes, Albatros);Oceanitidae
Garrulus glandarius (Linnaeus, 1758);Geai des chànes;Passeriformes (Passereaux);Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)
Gavia adamsii (Gray, 1859);Plongeon Ö bec blanc;Gaviiformes;Gaviidae (Plongeons)
Gavia arctica (Linnaeus, 1758);Plongeon arctique;Gaviiformes;Gaviidae (Plongeons)
Gavia immer (BrÅnnich, 1764);Plongeon imbrin;Gaviiformes;Gaviidae (Plongeons)
Gavia stellata (Pontoppidan, 1763);Plongeon catmarin;Gaviiformes;Gaviidae (Plongeons)
Gelochelidon nilotica (Gmelin, 1789);Sterne hansel;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Gelochelidon nilotica gronvoldi (Mathews, 1912);;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Geopelia striata (Linnaeus, 1766);GÇopÇlie zÇbrÇe;Columbiformes (Pigeons, Tourterelles);Columbidae
Geothlypis aequinoctialis (Gmelin, 1789);Paruline Çquatoriale;Passeriformes (Passereaux);Parulidae
Geothlypis formosa (A. Wilson, 1811);Paruline du Kentucky;Passeriformes (Passereaux);Parulidae
Geothlypis philadelphia (A. Wilson, 1810);Paruline triste;Passeriformes (Passereaux);Parulidae
Geothlypis trichas (Linnaeus, 1766);Paruline masquÇe;Passeriformes (Passereaux);Parulidae
Geotrygon montana (Linnaeus, 1758);Colombe roux violet, Colombe rouviolette, Perdrix rouge;Columbiformes (Pigeons, Tourterelles);Columbidae
Geotrygon mystacea (Temminck, 1811);Colombe Ö croissant, Perdrix croissant;Columbiformes (Pigeons, Tourterelles);Columbidae
Geranoaetus albicaudatus (Vieillot, 1816);Buse Ö queue blanche;Accipitriformes;Accipitridae
Geranoaetus albicaudatus colonus Berlepsch, 1892;;Accipitriformes;Accipitridae
Geranospiza caerulescens (Vieillot, 1817);Buse Çchasse;Accipitriformes;Accipitridae
Gerygone flavolateralis (G. R. Gray, 1859);;Passeriformes (Passereaux);Pardalotidae
Gerygone flavolateralis flavolateralis (G. R. Gray, 1859);GÇrygone mÇlanÇsienne;Passeriformes (Passereaux);Pardalotidae
Gerygone flavolateralis lifuensis (Sarasin, 1913);Fauvette de Lifou;Passeriformes (Passereaux);Pardalotidae
Glareola maldivarum J. R. Forster, 1795;GlarÇole orientale, GlarÇole des Maldives;Charadriiformes (Limicoles);Glareolidae
Glareola nordmanni Fischer, 1842;GlarÇole Ö ailes noires;Charadriiformes (Limicoles);Glareolidae
Glareola ocularis J. Verreaux, 1833;GlarÇole malgache, GlarÇole de Madagascar;Charadriiformes (Limicoles);Glareolidae
Glareola pratincola (Linnaeus, 1766);GlarÇole Ö collier;Charadriiformes (Limicoles);Glareolidae
Glaucidium brasilianum (Gmelin, 1788);;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Glaucidium hardyi Vielliard, 1989;Chevàchette d'Amazonie;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Glaucidium passerinum (Linnaeus, 1758);Chouette chevàchette, Chevàchette d'Europe;Strigiformes (Rapaces nocturnes (Chouettes, Hiboux));Strigidae
Glaucis hirsutus (Gmelin, 1788);Ermite hirsute;Caprimulgiformes;Trochilidae
Glycifohia undulata (Sparrman, 1787);MÇliphage barrÇ, Grive perlÇe;Passeriformes (Passereaux);Meliphagidae
Glyphorynchus spirurus (Vieillot, 1819);Grimpar bec-en-coin;Passeriformes (Passereaux);Furnariidae
Gracula religiosa Linnaeus, 1758;Mainate religieux;Passeriformes (Passereaux);Sturnidae (êtourneaux)
Grallaria varia (Boddaert, 1783);Grallaire roi;Passeriformes (Passereaux);Grallariidae
Granatellus pelzelni Sclater, 1865;Granatelle de Pelzeln, Paruline de Pelzeln;Passeriformes (Passereaux);Cardinalidae
Graydidascalus brachyurus (Kuhl, 1820);Caãque Ö queue courte;Psittaciformes (Perroquets, perruches);Psittacidae
Grus grus (Linnaeus, 1758);Grue cendrÇe;Gruiformes (Grues);Gruidae
Grus primigenia Milne-Edwards, 1869;;Gruiformes (Grues);Gruidae
Gygis alba (Sparrman, 1786);Gygis blanche;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Gygis alba candida (Gmelin, 1789);Gygis blanche, Sterne blanche;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Gymnoderus foetidus (Linnaeus, 1758);Coracine Ö col nu;Passeriformes (Passereaux);Cotingidae
Gymnomystax mexicanus (Linnaeus, 1766);;Passeriformes (Passereaux);Icteridae
Gymnomyza aubryana (J. Verreaux & Des Murs, 1860);MÇliphage toulou, MÇliphage noir;Passeriformes (Passereaux);Meliphagidae
Gymnopithys rufigula (Boddaert, 1783);Fourmilier Ö gorge rousse;Passeriformes (Passereaux);Thamnophilidae
Gypaetus barbatus (Linnaeus, 1758);Gypaäte barbu;Accipitriformes;Accipitridae
Gyps fulvus (Hablizl, 1783);Vautour fauve;Accipitriformes;Accipitridae
Gyps melitensis;;Accipitriformes;Accipitridae
Haematoderus militaris (Shaw, 1792);Coracine rouge;Passeriformes (Passereaux);Cotingidae
Haematopus finschi G. H. Martens, 1897;Huitrier de Finsch;Charadriiformes (Limicoles);Haematopodidae
Haematopus ostralegus Linnaeus, 1758;Huåtrier pie;Charadriiformes (Limicoles);Haematopodidae
Haematopus ostralegus longipes Buturlin, 1910;;Charadriiformes (Limicoles);Haematopodidae
Haematopus palliatus Temminck, 1820;Huåtrier d'AmÇrique;Charadriiformes (Limicoles);Haematopodidae
Haliaeetus albicilla (Linnaeus, 1758);Pygargue Ö queue blanche;Accipitriformes;Accipitridae
Haliaeetus leucocephalus (Linnaeus, 1766);Pygargue Ö tàte blanche;Accipitriformes;Accipitridae
Haliaeetus leucogaster (Gmelin, 1788);Aigle pàcheur Ö poitrine blanche;Accipitriformes;Accipitridae
Haliastur sphenurus (Vieillot, 1818);Milan siffleur, Aigle siffleur;Accipitriformes;Accipitridae
Halobaena caerulea (Gmelin, 1789);;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Hapalocrex flaviventer (Boddaert, 1783);Marouette Ö sourcils blancs;Gruiformes (Grues);Rallidae
Harpagus bidentatus (Latham, 1790);Harpage bidentÇ, Milan bidentÇ;Accipitriformes;Accipitridae
Harpagus diodon (Temminck, 1823);;Accipitriformes;Accipitridae
Harpia harpyja (Linnaeus, 1758);Harpie fÇroce;Accipitriformes;Accipitridae
Harpyhaliaetus solitarius (Tschudi, 1844);;Accipitriformes;Accipitridae
Helicolestes hamatus (Temminck, 1821);Milan Ö long bec;Accipitriformes;Accipitridae
Heliomaster longirostris (Audebert & Vieillot, 1801);Colibri corinne;Caprimulgiformes;Trochilidae
Heliornis fulica (Boddaert, 1783);GrÇbifoulque d'AmÇrique;Gruiformes (Grues);Heliornithidae
Heliothryx auritus (Gmelin, 1788);Colibri oreillard;Caprimulgiformes;Trochilidae
Helmitheros vermivorus (Gmelin, 1789);Paruline vermivore;Passeriformes (Passereaux);Parulidae
Hemithraupis flavicollis (Vieillot, 1818);Tangara Ö dos jaune;Passeriformes (Passereaux);Thraupidae
Hemithraupis guira (Linnaeus, 1766);Tangara guira;Passeriformes (Passereaux);Thraupidae
Hemithraupis guira nigrigula (Boddaert, 1783);;Passeriformes (Passereaux);Thraupidae
Hemitriccus josephinae (Chubb, 1914);Todirostre de JosÇphine;Passeriformes (Passereaux);Tyrannidae
Hemitriccus minor (Snethalge, 1907);;Passeriformes (Passereaux);Tyrannidae
Hemitriccus zosterops (Pelzeln, 1868);Todirostre zostÇrops;Passeriformes (Passereaux);Tyrannidae
Henicorhina leucosticta (Cabanis, 1847);Troglodyte Ö poitrine blanche;Passeriformes (Passereaux);Troglodytidae
Herpetotheres cachinnans (Linnaeus, 1758);Macagua rieur, Faucon rieur, Macagua;Falconiformes (Rapaces diurnes);Falconidae
Herpsilochmus dorsimaculatus Pelzeln, 1868;;Passeriformes (Passereaux);Thamnophilidae
Herpsilochmus stictocephalus Todd, 1927;Grisin de Todd;Passeriformes (Passereaux);Thamnophilidae
Herpsilochmus sticturus Salvin, 1885;Grisin givrÇ;Passeriformes (Passereaux);Thamnophilidae
Hesperiphona vespertina (W. Cooper, 1825);Grosbec errant;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Heteroscelus brevipes (Vieillot, 1816);Chevalier de SibÇrie;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Heteroscelus incanus (Gmelin, 1789);;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Hieraaetus pennatus (Gmelin, 1788);Aigle bottÇ;Accipitriformes;Accipitridae
Himantopus himantopus (Linnaeus, 1758);êchasse blanche;Charadriiformes (Limicoles);Recurvirostridae
Himantopus himantopus himantopus (Linnaeus, 1758);;Charadriiformes (Limicoles);Recurvirostridae
Himantopus himantopus mexicanus (Statius MÅller, 1776);êchasse d'AmÇrique;Charadriiformes (Limicoles);Recurvirostridae
Hippolais icterina (Vieillot, 1817);Hypolaãs ictÇrine, Grand contrefaisant;Passeriformes (Passereaux);Sylviidae
Hippolais polyglotta (Vieillot, 1817);Hypolaãs polyglotte, Petit contrefaisant;Passeriformes (Passereaux);Sylviidae
